age,annual_income,education_level,city_type,daily_commute_km,weekly_travel_distance_km,current_vehicle_type,vehicle_age_years,fuel_expense_per_month,charging_station_accessibility,nearest_charging_station_km,home_charging_available,electricity_cost_per_kwh,environmental_awareness_score,government_incentive_awareness,technology_affinity_score,range_anxiety_score,battery_replacement_concern,ev_knowledge_score,previous_ev_experience,ev_adoption_likelihood,monthly_energy_consumption_kwh,monthly_charging_cost,Potential_Monthly_Savings,Adoption_Sort_Order
52,44188,Master,Urban,53.7,372.3,SUV,9,499.6,9.1,8,0,0.18,3.7,7.2,5.1,6.5,3.5,3.2,0,Medium,368.3,67.6,432,2
46,37192,High School,Rural,12.3,87.6,Sedan,5.8,97.1,5.9,8.5,0,0.14,2.9,8.2,5.2,7.1,2.8,4.7,0,Low,78,11.2,85.89999999999999,1
58,39262,Bachelor,Urban,52.4,271.9,Truck,7.6,414,10,4.6,1,0.24,3.2,7.5,4.9,7.5,5.8,3.6,0,Medium,192.9,45.8,368.2,2
45,22529,Bachelor,Suburban,55.6,390.7,Truck,3,375.5,3.9,7.9,1,0.16,8,7,4,7.7,4.6,4.9,0,Medium,259.8,42.2,333.3,2
29,34315,High School,Urban,48,272.9,SUV,7.2,380.4,5.6,1.5,1,0.33,6.9,4,9.1,5.6,6.1,9.6,1,High,271.1,90.7,289.7,3
41,38104,High School,Urban,35.7,192.4,Sedan,3.3,286.4,5.9,0.7,0,0.2,7.4,7.1,4.9,5.5,5.6,7.5,0,High,120,23.7,262.7,3
67,21318,Master,Suburban,33.9,229.9,Hatchback,3.2,269,6.3,6.9,1,0.22,7.6,7.6,6.9,5.6,4.9,6.6,0,High,193.5,41.6,227.4,3
26,34183,Master,Suburban,29.2,192.3,Hatchback,6.6,237.7,3.7,9.8,1,0.22,8.3,4.1,8.6,4.5,4.8,9.1,0,High,184.4,40.5,197.2,3
41,32149,Bachelor,Rural,33.8,259.2,Sedan,4,249.7,4.8,7.2,1,0.31,5.5,4.3,2.2,9.2,7.1,4.9,0,Low,165.8,51.4,198.29999999999998,1
41,26753,Master,Urban,49.3,351.6,SUV,3.5,390.3,5,3.1,1,0.17,4.8,9.3,6.5,8.1,7.2,6.7,0,Medium,353.4,59.1,331.2,2
26,62464,Master,Suburban,21.6,135.2,Hatchback,5.5,214.8,3.7,9.1,1,0.2,6.2,10,9.4,5.9,6.2,8,0,High,83.1,16.6,198.20000000000002,3
63,50463,PhD,Rural,7.1,49.2,SUV,6.9,38.4,3.1,13.4,1,0.22,7.6,4.5,9.9,3,7,6.8,0,High,38.7,8.6,29.799999999999997,3
53,53740,Bachelor,Rural,46.2,368.1,Sedan,9.9,333.8,5,7.9,0,0.15,8.7,6.2,7.3,2.9,3.1,7.6,0,High,278.5,40.9,292.90000000000003,3
42,46039,,Suburban,56.2,432,Hatchback,9.1,456.9,,12.2,0,0.26,9.1,5,8.1,6,5.4,7,0,Medium,342.4,87.3,369.59999999999997,2
48,36876,Bachelor,Suburban,11.7,81.8,SUV,6.6,110.3,3.9,8.2,0,0.28,5.5,8.4,4.2,7.3,4.8,4.5,1,Medium,68,18.8,91.5,2
38,11204,Bachelor,Rural,20.5,127.4,Hatchback,4.9,137.2,5.3,12.6,1,0.28,3.5,6.7,3.8,6.9,3.9,4.3,0,Low,99.8,27.9,109.29999999999998,1
62,49622,Bachelor,Suburban,13.4,85.5,SUV,7.5,136.5,3,15.3,0,0.16,9.5,7.9,6.9,4.9,6.2,8,1,High,59.6,9.8,126.7,3
40,23436,Bachelor,Urban,28.9,225.3,SUV,3,360.1,7.4,1.8,0,0.23,2.6,4.7,2.1,9.4,7.2,1.9,0,Low,231,52.1,308,1
29,32845,Bachelor,Urban,20.7,108.1,Sedan,4.6,156.3,7.2,4.9,1,0.33,8.8,4.1,8.9,5.4,1,7.9,0,High,104.4,34.4,121.9,3
25,47487,Bachelor,Urban,35.6,226.5,SUV,3.6,303.8,4.9,7.4,1,0.3,8.7,1.1,7.5,5.3,5.5,9.1,0,High,164.2,49.2,254.60000000000002,3
67,68402,Bachelor,Urban,46.5,237.8,Sedan,12.2,434.6,5,4.5,1,0.29,6.4,6.3,9.5,3.3,5,7,1,High,219.4,63.4,371.20000000000005,3
46,25096,Bachelor,Urban,61.6,313.4,SUV,7.6,445.8,9.1,2.5,0,0.33,3.7,7.5,3,7,2.3,2.4,0,Low,200.9,66.3,379.5,1
37,45003,Bachelor,Urban,45.3,359.4,Hatchback,8.6,418.4,5.3,0.5,1,0.21,9.6,4.6,7.5,2.5,4.2,9.6,0,High,350,75.2,343.2,3
63,32164,Master,Suburban,27.5,161.2,Sedan,4,154.9,6.8,11.3,1,0.29,7.2,6.1,8.3,5.9,3,7.4,0,High,127,37.3,117.60000000000001,3
40,33111,Bachelor,Rural,30,218.6,Hatchback,6.3,242.7,5.6,9.2,0,0.32,9.5,5.2,7.7,3.4,6.6,9.6,1,High,168.4,54.5,188.2,3
29,103086,High School,Suburban,44.8,309.9,Sedan,9.8,379.7,6.2,9.6,0,0.11,9.6,4.3,7.4,2,6.5,7.7,0,High,279,30.3,349.4,3
42,15508,High School,Suburban,50.5,267.4,Truck,5.7,353.6,5.8,7,1,0.3,4.8,7.5,3.4,10,6.4,2.9,1,Low,248.9,74.7,278.90000000000003,1
28,31156,Master,Suburban,26.9,197,SUV,8,257,4.2,14.8,1,0.34,8.6,6.6,6.6,2.5,5.9,6.2,1,High,201.3,69.1,187.9,3
58,28690,High School,Rural,33.5,193,Sedan,6.3,311.2,4.4,9,1,0.25,6.5,2.8,9.5,5.6,6,6.7,0,Medium,139.9,35.1,276.09999999999997,2
40,38287,High School,Rural,15.6,111.7,Sedan,7.4,117.1,3.3,13.1,0,0.29,7.6,7.4,4.1,4.9,6.7,4.1,0,Low,95.6,27.9,89.19999999999999,1
49,28877,Master,Suburban,21.8,117.7,SUV,4.1,149.9,3.7,19.1,0,0.32,7.1,6.5,6.7,8.4,5.8,8.1,0,Medium,113.2,36.5,113.4,2
47,21649,Bachelor,Urban,47.1,370.6,Hatchback,4.6,360,3.9,6.8,1,0.25,7.1,6.9,5.1,6.4,5,5.8,0,Medium,223.3,56,304,2
28,62534,Master,Rural,37.2,233,Truck,9.1,357.1,3.8,7.5,1,0.29,7.3,6.1,7.7,2.2,4,7.9,0,High,186.4,54.8,302.3,3
35,27253,Master,Suburban,16.2,129.3,Truck,7.7,123.1,8.8,15.7,1,0.27,8.9,3.4,6.7,2.5,4.5,7.3,0,High,127.4,34.7,88.39999999999999,3
22,51510,Bachelor,Urban,45.1,254,Sedan,7,354.5,8.5,0.5,0,0.3,4.4,5.4,6.8,4.5,6.6,6.6,0,Medium,168.8,50.5,304,2
60,43246,Master,Urban,21,145.3,Sedan,3.1,139.9,10,0.5,1,0.23,8.4,3.4,6.9,3.8,4.8,6.7,0,High,117.2,26.5,113.4,3
50,17257,Master,Rural,48.1,303.3,SUV,9.2,429.1,1,7.4,1,0.22,7.2,1.8,4.6,5.3,1.1,6.9,0,Medium,251.6,56.3,372.8,2
57,32157,Bachelor,Suburban,43.1,276.7,Sedan,8,413,2.6,10.2,1,0.28,3.8,6.9,5.8,10,4.6,4.1,0,Low,190.4,52.7,360.3,1
60,16647,Master,Suburban,46.6,315.3,Hatchback,9.4,347.8,6,22,1,0.2,7.8,8.4,4.2,4.2,6.8,6,0,Medium,223,45.2,302.6,2
66,42731,Bachelor,Suburban,42.2,303.9,SUV,5.2,336.2,4.8,9.8,1,0.17,7.7,3.2,6.3,6.5,4,8.1,0,Medium,208.4,34.4,301.8,2
22,32014,Bachelor,Suburban,55.9,418.6,Sedan,8.8,457.9,7.2,7.6,1,0.1,5.6,6.2,9.8,2.4,6.4,7.8,0,High,349.3,35.4,422.5,3
46,36744,High School,Rural,21.4,130.1,Sedan,7.2,199.9,6.7,14.8,1,0.16,6.2,7.8,6.1,5.9,6.7,4.1,1,Medium,108.3,17.3,182.6,2
61,11121,PhD,Rural,17.8,125.8,Sedan,5.4,145.3,5.4,9.8,1,0.29,7.1,3,5.9,5.2,6.6,5.4,0,Medium,82.6,24.3,121.00000000000001,2
62,139810,High School,Urban,57.8,381.2,SUV,11.2,488.7,9.9,0.5,1,0.13,8.3,8.2,9.5,5.3,6.6,7.3,0,High,256,34.2,454.5,3
44,13525,Master,Urban,50,286.7,Sedan,5.2,385.3,9,6.3,1,0.23,5,8.3,4.8,4.3,3.8,4.7,0,High,233,54.6,330.7,3
52,31070,Master,Suburban,33.6,231.3,Sedan,7,347.4,1.1,10.8,1,0.29,5.1,5.6,6.9,5.7,4.6,7.3,0,Medium,144.7,41.6,305.79999999999995,2
57,37332,Bachelor,Rural,48.2,357.8,SUV,8.6,367.2,4.7,6.1,1,0.23,6.2,5.4,7.1,4.7,6.6,,0,High,220.9,50.2,317,3
53,26317,Master,Rural,52.4,324.2,Hatchback,5.9,460.7,3.1,9.7,0,0.28,5.4,7,5,4.4,9.2,4.7,1,Medium,268.1,75.6,385.1,2
56,37376,Bachelor,Rural,67.6,403.3,Sedan,2.1,506.3,7,9.5,1,0.29,5.5,4.4,5.3,9.9,3,4.6,1,Medium,389.1,113.4,392.9,2
32,48143,Bachelor,Urban,24.3,165.9,Sedan,2.5,202.1,6.4,4.9,0,0.19,8.5,1.5,8.8,5.7,2.6,9.2,1,High,137.6,25.6,176.5,3
59,46222,Bachelor,Suburban,19.3,140.7,SUV,8,150.9,6.4,15.9,1,0.27,8.4,4,9.7,4.3,2.4,8.8,0,High,109.9,29.3,121.60000000000001,3
46,68077,High School,Suburban,45,227,SUV,5.8,387.4,6.5,6.1,1,0.34,6.5,6.8,7.7,2.7,3.5,7.3,1,High,172.9,59.7,327.7,3
29,134081,Master,Urban,39.2,266.2,Hatchback,10.2,301.1,6.5,0.5,0,0.17,8.2,3.8,8.1,4.1,1.6,8.8,0,High,164.9,28.4,272.70000000000005,3
25,44427,Bachelor,Urban,43.8,278.9,SUV,2.9,309.6,9.6,0.5,0,0.32,7.5,5.7,4,7.7,6.8,8.4,0,Medium,214.1,68.1,241.50000000000003,2
34,63206,High School,Urban,52,332.2,Truck,6.6,412.3,8.6,0.5,1,0.31,7.5,8.1,8.2,4.6,5.2,8.7,0,High,300.8,92.8,319.5,3
26,44652,Bachelor,Urban,52.3,343.3,Hatchback,5.5,431.8,8.9,3.9,1,0.32,8.4,7.1,7.3,3.9,4.8,7.4,0,High,237.2,75.4,356.4,3
57,44604,Bachelor,Suburban,63.4,489.1,Truck,11.6,479.1,3.3,13.6,1,0.34,5.9,6,5,6.7,8.9,5.6,0,Low,310.4,106.1,373,1
42,49297,Bachelor,Suburban,48.9,307.9,Hatchback,1.6,401.1,4.1,11.9,0,0.08,9.9,5.7,5.8,3.5,2.2,9.1,0,High,197.8,16,385.1,3
49,75218,Bachelor,Suburban,14.8,95,Sedan,8.8,115.1,3,21.3,1,0.24,6.2,3.3,9.7,2.8,5.4,8.3,0,High,70.4,17,98.1,3
22,36614,Bachelor,Rural,59,329.8,SUV,4,504.2,4.7,13.2,0,0.31,7.1,6,5.9,5.3,6.5,6.4,0,Medium,290.4,91.2,413,2
50,62822,Master,Suburban,45.2,300.9,SUV,6.7,365.7,4.6,5.8,1,0.33,7.2,8.5,9.1,4.4,2.5,8.1,0,High,301.1,99,266.7,3
68,112666,Bachelor,Urban,44.7,279.7,Sedan,4.7,336.3,4.4,2.7,1,0.13,8.9,4.8,8.7,5.1,5.6,7.7,0,High,206.4,27.4,308.90000000000003,3
40,25623,Bachelor,Suburban,23.5,143.8,SUV,3.1,288.7,6.8,8.1,0,0.3,4.7,6,4.5,4.8,3.8,4.1,0,Medium,122.5,36.3,252.39999999999998,2
51,57643,Bachelor,Urban,20.1,128.2,Sedan,0.5,144.5,5.1,0.5,1,0.12,5.2,7.3,9.5,6,2,6.3,0,High,110.8,13.5,131,3
51,75051,PhD,Urban,18.6,98.3,Sedan,0.7,155.8,9.2,7.1,1,0.32,8.7,5.5,9,4.8,4.1,8.9,0,High,97.2,31,124.80000000000001,3
62,53553,Bachelor,Urban,15.7,96.7,Sedan,3.6,169.5,5.7,3.1,0,0.32,6.7,8.2,6.9,7.3,1.9,6.2,0,Medium,72.5,23.5,146,2
59,124843,Master,Rural,41.6,259.3,Truck,6.2,299.7,5.5,16.7,1,0.23,8.4,5.3,5.9,3,6.5,6.9,0,Medium,253.9,59.1,240.6,2
48,62404,Master,Urban,21.4,129,Truck,1.5,210.3,8,8.1,1,0.34,6.2,2.8,8.5,4.7,4.5,6.9,0,High,86.6,29.2,181.10000000000002,3
69,76890,Bachelor,Rural,61.1,350,Hatchback,8.1,509.4,6.3,11.2,0,0.21,7.3,5.7,9.1,5.1,5.1,8.2,0,High,228,47.6,461.79999999999995,3
52,65435,Bachelor,Urban,57.5,440.5,SUV,8.3,453.8,6.2,1.1,1,0.09,8.8,6.9,8.9,4.1,4.3,10,0,High,297.1,26.6,427.2,3
65,20861,Bachelor,Urban,23.8,133.9,Truck,9.3,183.9,3.7,0.5,1,0.34,6,6.3,8.7,3.6,4.4,6.7,1,High,125.7,42.5,141.4,3
22,25714,Master,Urban,35.2,231.8,SUV,7,307.4,10,1.8,1,0.16,7.5,5.2,6.9,8.3,6.2,6.1,0,High,208.6,33.4,274,3
31,31803,Bachelor,Suburban,38.8,294.6,Hatchback,11.6,271.2,5,12.8,0,0.23,8.5,5.9,7.7,3.7,5.6,7.9,0,High,183.5,41.4,229.79999999999998,3
41,102340,Bachelor,Suburban,49.8,257.8,Hatchback,3.4,416.7,3.5,15.8,1,0.15,9.1,8.2,5.2,3.1,2.8,8.8,0,High,208.4,31.1,385.59999999999997,3
32,62699,High School,Suburban,42.3,296.5,Hatchback,11,353.6,7.5,7.6,1,0.26,7,7.4,8,2.2,5.3,7.1,0,High,200.3,52.9,300.70000000000005,3
38,42697,Bachelor,Urban,35.4,195.2,Hatchback,5.2,263.3,5.5,4.7,1,0.24,6.3,8.5,8.6,3.8,1.6,7.3,0,High,193,45.4,217.9,3
23,31499,Bachelor,Urban,31.7,173,Sedan,6.7,299.6,6.3,0.5,1,0.14,7.8,7.6,3.9,7.7,3.8,6.1,1,High,167.9,23.5,276.1,3
45,25334,Bachelor,Urban,30.5,208.9,Hatchback,3.8,327.8,6.8,9.1,1,0.11,8.6,10,8.8,5.8,4.5,8.2,0,High,206.7,22.4,305.40000000000003,3
44,12834,Bachelor,Suburban,33.3,252.2,SUV,2.6,331,3.8,11.5,0,0.14,5.7,7.9,6.2,6.5,4.3,5.2,0,Medium,180.7,24.6,306.4,2
55,26184,Bachelor,Urban,28.1,150,Hatchback,9.1,238.8,6.5,2.9,1,0.09,5.9,5.8,2.5,8.5,9.4,3.9,1,Low,97.3,8.5,230.3,1
49,25621,Bachelor,Urban,59.8,403.6,Sedan,5.4,524.7,2,5.2,0,0.1,7.4,3.5,4.2,5.1,4.7,5.4,0,Medium,335.3,32.2,492.50000000000006,2
65,100589,Bachelor,Suburban,39.1,264.6,Hatchback,6,286.9,4.2,4.3,1,0.17,7.9,5.9,9,3,6.4,10,0,High,160.2,26.6,260.29999999999995,3
22,28882,Master,Urban,20.5,106.9,Sedan,3.2,212.8,6.1,2.8,0,0.09,5.6,6.2,5,6.4,7.8,4.4,0,Low,64.9,5.7,207.10000000000002,1
68,28613,Bachelor,Urban,35.4,178.7,Hatchback,4.1,291.9,5.3,0.5,1,0.23,6.2,8.8,5.9,7.9,3.2,6,0,High,125.7,28.6,263.29999999999995,3
38,34683,Bachelor,Suburban,22.8,172.2,SUV,4.3,198.9,8.6,8.7,1,0.29,9.3,7,9.9,4.5,2.4,9.4,0,High,154.1,45,153.9,3
68,34115,Bachelor,Urban,31,232.9,SUV,6,233,7.4,10.8,1,0.12,8.3,6.5,5.8,2.6,6.9,7.6,0,High,199.9,23,210,3
41,21310,High School,Suburban,8.8,60.3,Sedan,2.1,7.6,8.7,7.7,1,0.14,5.6,7.8,5,7.5,6.5,5.9,0,Medium,55.9,7.9,-0.3,2
64,124070,High School,Rural,42.3,252.2,SUV,8.6,323.9,5.1,10.4,1,0.11,8.2,6.5,8.2,3.8,4.6,8,0,High,206,22.4,301.5,3
48,49213,Master,Suburban,25.9,190.4,SUV,3.4,140.6,5.8,10.9,0,0.33,7,4.3,8.5,5,2.8,7.8,1,High,158.6,52.6,88,3
58,45642,PhD,Urban,31.8,172.5,Truck,6,278.9,5.2,4.4,1,0.22,6.1,2,7.3,4.8,7.8,7.5,0,Medium,155,33.4,245.49999999999997,2
67,37319,High School,Urban,26,145.4,Hatchback,2.7,217.2,7.3,0.5,1,0.08,7.8,6.3,4.7,4.1,8.3,7.4,0,High,105.6,8.5,208.7,3
26,76408,High School,Rural,53.3,381.6,Sedan,6.6,370.4,5.4,5.1,1,0.17,7.7,4.4,8.6,2.7,4.5,8,0,High,352,61.1,309.29999999999995,3
61,23991,High School,Urban,56.9,356.4,Hatchback,4.8,413.4,5.2,1.5,1,0.24,7.1,7.7,9.9,5,4,7.6,0,High,287.6,69.6,343.79999999999995,3
43,26931,High School,Suburban,24.8,163.9,Hatchback,6.3,246,5.7,13.1,1,0.17,4.2,5.4,6.4,5.6,5.1,4.9,0,Medium,124.3,21.2,224.8,2
53,38314,Bachelor,Suburban,49.7,290.6,Sedan,6.4,426.1,2,7.5,1,0.23,9.6,6,8.8,3.1,2.3,10,1,High,281.5,65.2,360.90000000000003,3
38,15655,PhD,Urban,32.7,243.8,Hatchback,7.2,324.7,6.7,0.5,0,0.34,2.5,6.1,3.6,9.4,5.5,5.1,0,Low,228.7,76.8,247.89999999999998,1
43,18781,Bachelor,Suburban,22.5,158.8,Hatchback,12.1,182.9,6,9.9,1,0.3,9.2,2,8.5,2.5,6.2,8.3,0,High,135.1,40.5,142.4,3
42,25966,High School,Urban,38.4,258.9,SUV,9.7,335.1,9.2,5.5,1,0.11,6.2,3.5,6,9,7.6,8.2,0,Medium,156.6,17.2,317.90000000000003,2
26,45563,High School,Suburban,52.8,294,SUV,5.7,328.8,5.9,9.3,1,0.31,6.2,5.7,8.4,4.3,5.7,8.5,0,High,188.3,58.6,270.2,3
38,39489,High School,Rural,10.1,69.2,SUV,0,58.7,4.9,15.5,1,0.11,6.7,4.9,4.9,8.8,3.4,6.7,0,Low,71.3,7.9,50.800000000000004,1
50,64847,Master,Urban,40.5,205.3,Hatchback,5.9,332,5.3,5.1,0,0.13,5.1,3.7,4.9,9.3,2.5,6.5,0,Low,138.7,17.8,314.2,1
41,20272,Bachelor,Suburban,19.4,106.5,SUV,1.5,102.9,4,15.3,0,0.25,5.7,3.7,6.3,5.7,7.2,6.8,1,Low,66.9,16.9,86,1
55,34705,Master,Rural,38.5,255.8,Hatchback,10.9,293.2,2.1,11.7,0,0.32,4.6,6.9,5.2,6.6,6.1,5.4,0,Low,204.1,65.7,227.5,1
63,24060,Master,Rural,14.6,78.7,SUV,2.6,144.7,3,8.2,1,0.1,5,9.8,8.5,2.2,5.4,6.6,0,High,60.9,6,138.7,3
51,44325,High School,Rural,57.4,334.7,Sedan,4.3,461.3,,9.8,1,0.32,3.3,4.1,2.8,8,4.1,4.5,0,Low,325.7,104.4,356.9,1
60,89231,Master,Urban,33.9,223.4,Sedan,8,286,6.1,0.5,1,0.24,8.7,4,9.7,2.5,2.4,9.3,0,High,204,48,238,3
46,77844,Bachelor,Urban,38.6,237.9,Sedan,7,346.3,8.3,3.8,1,0.28,6.1,3.3,9.7,3.8,5.1,9.3,0,High,145.2,41,305.3,3
69,77458,Bachelor,Urban,26.7,205.6,Sedan,7.8,249,9.4,7.1,1,0.33,6.7,6.8,8.7,5.6,4.4,6.5,0,High,184.6,60.7,188.3,3
51,130322,Bachelor,Urban,29.3,151,Hatchback,6.2,285.4,8.6,8.2,1,0.28,5.6,5.9,8,6,7.1,7.3,0,High,141.4,40,245.39999999999998,3
47,55451,High School,Rural,29.9,219.1,SUV,0.5,226.8,4.2,7.6,0,0.23,6.2,6.1,5.8,5.8,3.9,5.2,0,Medium,155.1,35.7,191.10000000000002,2
63,48706,Bachelor,Urban,42.9,236.5,SUV,11.1,327.3,6.4,5.1,0,0.12,8.7,4.1,8.1,5.4,4.5,10,0,High,201.5,23.4,303.90000000000003,3
65,31281,Bachelor,Suburban,29.8,178.7,Hatchback,9.1,213.2,7.6,4.5,1,0.09,2.9,3.8,4.6,6.7,4.4,2.3,0,Low,117.7,10.4,202.79999999999998,1
68,24610,Master,Rural,33.8,192.4,Hatchback,11.3,237.6,4.2,10.9,0,0.11,6.9,4.8,3.8,9.2,8.5,5.3,0,Low,142.1,16.1,221.5,1
27,61714,Bachelor,Suburban,47.7,368.3,Hatchback,9.5,413.3,5.3,10.8,0,0.17,4.9,7.6,3,6.1,4.9,1.8,0,Low,332.8,55.8,357.5,1
50,33702,Master,Suburban,12.2,70.4,Truck,5.8,104.4,2,12,0,0.18,7.2,7.9,6.6,5.4,7.7,5.7,0,Low,59,10.9,93.5,1
27,64501,Bachelor,Suburban,38,282.6,Hatchback,5.3,339.3,5.1,11,1,0.12,8.3,5.4,8.5,3.7,5.4,8.1,0,High,252.9,29.7,309.6,3
48,58329,Master,Urban,35.7,241.6,Truck,12.4,278.6,4.4,0.5,0,0.14,8.3,4.8,9.4,2.9,6.8,8.6,0,High,231.8,31.5,247.10000000000002,3
23,49564,Bachelor,Suburban,39.8,235.3,Hatchback,6.6,331.8,3,9.4,1,0.18,7.3,6.9,9.8,4,2.9,8.9,1,High,215,37.9,293.90000000000003,3
24,35624,High School,Urban,42.5,327.2,SUV,7.4,348.9,6.3,4.3,1,0.32,6,8.1,3.7,6.7,4.7,6.1,0,Medium,291.7,93.1,255.79999999999998,2
54,21203,Master,Rural,40.1,215.8,Sedan,7.5,356.5,2.2,6,1,0.14,7.8,4.1,6.5,9.2,5.7,8.2,1,Medium,169.2,24.4,332.1,2
42,55409,PhD,Suburban,43.6,218.3,Sedan,6.6,353.2,3.7,9.2,1,0.13,8.3,6.2,6.9,2.5,5.2,6.6,0,High,176.6,22.4,330.8,3
48,32025,Bachelor,Urban,45.4,307.1,SUV,8.7,378.3,4.4,7.8,0,0.33,8.2,3.6,7.3,2.3,4.5,8.7,1,High,214.8,71.1,307.20000000000005,3
53,23789,Master,Rural,28.9,198.9,Hatchback,11,288.6,1.7,9,1,0.26,8.3,7.3,6.6,4.5,5.4,7.4,0,High,124.3,32.9,255.70000000000002,3
53,48601,High School,Urban,75.8,479.1,Hatchback,8.2,645.8,7.9,0.9,1,0.15,7.6,7.1,7.1,5.8,6.2,7.2,0,High,357.6,53.8,592,3
26,24660,High School,Urban,20.5,133.5,SUV,14.7,151,8.2,2.8,1,0.08,7.1,7.2,8.3,2.9,4.3,6.9,0,High,113.9,9.3,141.7,3
40,24189,Bachelor,Suburban,58.9,369,Sedan,9.7,454,5.4,8.3,0,0.32,7.8,4.6,6.2,5.1,4.4,7.2,0,Medium,231.6,74.1,379.9,2
30,57141,High School,Suburban,38,210.2,Sedan,4.2,347.6,8.3,10.5,1,0.3,6.9,7,8.9,5.6,6.8,9.4,0,High,131.5,38.9,308.70000000000005,3
28,36193,Bachelor,Urban,16.5,113.6,Sedan,4.7,180.3,8.4,7.4,0,0.18,3.1,7.9,5.6,8.9,5.9,6.2,0,Low,70.9,12.7,167.60000000000002,1
58,23259,High School,Rural,17.7,127.3,Sedan,3.8,113.3,3.1,6.8,0,0.3,8.5,3.4,6.4,4.4,4,8.1,0,High,85.6,25.5,87.8,3
45,20520,High School,Suburban,43.4,225.7,Hatchback,9,397.9,5.2,7,1,0.19,3.8,10,5.1,9,5.3,3.7,0,Low,199.4,38.7,359.2,1
36,35720,High School,Suburban,29.6,195.9,SUV,6.4,225.3,1.6,8.1,1,0.12,4.7,6.6,3.9,8.4,5.3,3.3,0,Low,155,18.5,206.8,1
64,40696,Bachelor,Urban,5,38.3,Sedan,0,-26.1,6.1,5,1,0.15,9,8.3,7.3,4.7,1,7.9,0,High,25.2,3.9,-30,3
55,48542,High School,Suburban,27.7,183,Hatchback,11.2,264.2,6.9,6.6,1,0.22,7,8.8,6.6,6.7,4.9,8.7,1,High,141.9,31.1,233.1,3
23,31251,High School,Urban,26.5,205,Truck,0,162.4,8.9,13.2,0,0.09,6.7,8.1,8.1,4.6,6.9,7.1,1,High,141.9,12.7,149.70000000000002,3
59,28699,Master,Urban,32.3,188.8,SUV,7.5,346.4,8.4,0.5,0,0.11,4.8,6,4.3,6.6,2.2,4.6,1,High,183.4,19.7,326.7,3
43,16553,Bachelor,Suburban,35.9,253.9,Truck,6.5,280.1,4.9,10.7,1,0.21,2.1,5,2.5,7.6,3.4,2.6,0,Low,215.8,44.8,235.3,1
67,43803,Master,Urban,75.5,442,Hatchback,4,606.1,8.6,6.5,1,0.16,6.1,4.4,9.1,4.7,2.7,6.8,0,High,451.4,70.6,535.5,3
56,74818,Bachelor,Rural,25.1,134.9,Hatchback,7,251.5,4.6,12.1,1,0.18,7.6,8.4,4.3,6.7,4.5,6,1,High,116,20.7,230.8,3
48,121657,High School,Rural,49.8,334.2,Hatchback,3.7,364.7,3,6.7,1,0.35,6.1,7.8,9.2,4.9,4.9,7.7,1,High,246.4,85.6,279.1,3
23,38271,Bachelor,Suburban,16.6,118.7,Sedan,8.9,104.2,5.5,11.2,1,0.14,6.7,4.6,4.7,7,8.3,6.6,0,Medium,87.3,12.4,91.8,2
59,58959,Master,Suburban,34.1,225.8,Hatchback,0,298.1,4.2,6.4,1,0.26,6.9,4.4,9,3.1,1.7,8.7,0,High,203.7,52.6,245.50000000000003,3
35,31674,Master,Urban,24,161.6,Sedan,0,188.9,9.2,0.5,1,0.34,3.9,8.5,3.3,8.7,5.3,4.1,0,Medium,116.7,39.4,149.5,2
25,78705,Bachelor,Urban,47.6,295.1,SUV,7.5,384.7,8.9,0.5,1,0.25,9,1.1,5,2.7,5.5,7.6,0,High,250.5,62.7,322,3
63,40119,Bachelor,Rural,57,338,Hatchback,8.6,425.1,3,16.4,0,0.1,4.3,9.1,6.9,9.7,7.1,6.9,0,Low,318.2,32.5,392.6,1
21,33260,Master,Urban,20,111.3,Hatchback,2.4,171.3,9,2,1,0.28,8.4,6.7,7.1,5.1,5.6,7.1,1,High,98.5,27.2,144.10000000000002,3
52,57057,Master,Urban,71.7,550.9,Hatchback,4.6,630.6,8.1,7.7,1,0.18,9.6,5,8.1,2.6,4.5,8.2,1,High,552.3,101.8,528.8000000000001,3
32,62294,Master,Suburban,18.4,140.8,Sedan,6.4,238.3,5.2,8.7,1,0.24,9.3,9.5,7.2,2.1,6.6,8.5,0,High,96.9,23.1,215.20000000000002,3
58,48845,Bachelor,Urban,41.9,246.4,SUV,2.8,376.5,9.7,3.2,1,0.29,7.4,3.9,9.7,4.6,6.6,8.9,0,High,232.1,68.4,308.1,3
26,34737,Master,Urban,55.1,276.6,Sedan,3.7,485.6,6.8,1.9,0,0.15,4,6.7,5,7.2,10,4.9,0,Low,278.4,42.2,443.40000000000003,1
64,17756,Master,Urban,25.3,140.3,Truck,9.2,176.2,8.4,3.6,0,0.31,5.3,7.1,5.4,7,5,3.7,0,Medium,124.1,38.6,137.6,2
65,27618,Master,Urban,46,264.5,Truck,6.4,392.7,7.4,6,1,0.26,6.1,6.2,8.2,6,5.3,7.7,0,High,259.1,67.9,324.79999999999995,3
38,43420,Master,Urban,46.5,367.7,Truck,2.1,357.1,8.3,3.3,1,0.31,8.7,4.9,8.4,2.3,5.7,8.5,0,High,327.6,102.5,254.60000000000002,3
55,29034,Master,Suburban,56.4,406,SUV,6.7,460,4.6,13.1,1,0.28,7.3,3.5,5.6,5.6,4.1,4.8,1,Medium,344.5,97.8,362.2,2
